CODE,WINDOWS,WINDOWS,ITEM,UNIT,QTY,RATE,TOTAL
,BATHS,BATHS,NOVARA DECINA 1665mm,EACH,,,
,BATHS,BATHS,JAMAICA RECTANGLE 1510mm,EACH,,,
,BATHS,BATHS,JAMAICA RECTANGLE 1645mm,EACH,,,
,BATHS,BATHS,CARINA DECINA 1675mm ISLAND,EACH,,,
,BATHS,BATHS,CARINA DECINA 1750mm ISLAND,EACH,,,
,BATHS,BATHS,JAMIACA 1790mm ISLAND,EACH,,,
,BATHS,BATHS,UNO DECINA 1530mm ISLAND,EACH,,,
,BATHS,BATHS,UNO DECINA 1700mm ISLAND,EACH,,,
,BATHS,BATHS,CAVAL DECINA 1790mm ISLAND,EACH,,,
,BATHS,BATHS,FREESTANDING BATHS,,,,
,BATHS,BATHS,ADESSO BIANCO OVAL 1750mm,EACH,,,
,BATHS,BATHS,ADESSO BIANCO SQUARE 1750mm,EACH,,,
,SPA BATHS,SPA BATHS,ARUBA CNR SANTAI HEAT PUMP 6 JET,EACH,,,
,SPA BATHS,SPA BATHS,ARUBA CNR SANTAI HEAT PUMP 12 JET,EACH,,,
,SPA BATHS,SPA BATHS,FRAME BASE SUPPORT DECINA GALV,EACH,,,
,SPA BATHS,SPA BATHS,ARUBA RECT SANTAI HEAT PUMP 6 JET 1520mm,EACH,,,
,SPA BATHS,SPA BATHS,ARUBA RECT SANTAI HEAT PUMP 6 JET 1665mm,EACH,,,
,SPA BATHS,SPA BATHS,ARUBA RECT SANTAI HEAT PUMP 12 JET 1665mm,EACH,,,
,SPA BATHS,SPA BATHS,ARUBA RECT SANTAI HEAT PUMP 12 JET 1790mm,EACH,,,
,SPA BATHS,SPA BATHS,JAMAICA RECT SANTAI HEAT PUMP 7 JET 1510mm,EACH,,,
,SPA BATHS,SPA BATHS,JAMAICA RECT SANTAI HEAT PUMP 9 JET 1645mm,EACH,,,
,SPA BATHS,SPA BATHS,JAMAICA RECT SANTAI HEAT PUMP 12 JET 1790mm,EACH,,,
,SPA BATHS,SPA BATHS,FRAME BASE SUPPORT DECINA GALV,EACH,,,
,SPA BATHS,SPA BATHS,JAMIACE OVAL SANTAI HEAT PUMP 14 JET 1800mm,EACH,,,
,SPA BATHS,SPA BATHS,FRAME BASE SUPPORT DECINA GALV,EACH,,,
,LAUNDRY TUBS,LAUNDRY TUBS,45L S/S TUB AND PROJECT METAL CABINET,EACH,,,
,LAUNDRY TUBS,LAUNDRY TUBS,35L NUGLEM BENCHLINE S/S DROP IN TUB,EACH,,,
,LAUNDRY TUBS,LAUNDRY TUBS,45L JAVA DROP IN 600 X 500 TUB,EACH,,,
,LAUNDRY TUBS,LAUNDRY TUBS,METRO UTILITY 1 T/H L/HAND 35L NO BYPASS,EACH,,,
,LAUNDRY TUBS,LAUNDRY TUBS,METRO UTILITY 1 T/H R/HAND 35L NO BYPASS,EACH,,,
,LAUNDRY TUBS,LAUNDRY TUBS,METRO UTILITY NO T/H 35L NO BYPASS,EACH,,,
,LAUNDRY TUBS,LAUNDRY TUBS,OLIVERI 45 DROP IN - WINNING APPLIANCES,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,RAYMOR CLERMONT,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,RAYMOR VICTORIA SPRAY,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,RAYMOR ACADEMY PILLAR,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,RAYMOR TORINO GOOSENECK,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,KOHLER SINGULAR,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,RAYMOR TORINO MULTI FUNCTION MIXER,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,SINK MIXER ARTESIAN - TRADELINK,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,KOHLER JULY MIXER,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,KOHLER VITEO/PIN,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,OLIVERI SINGLE LEVER MIXER,EACH,,,
,LAUNDRY TAPS,LAUNDRY TAPS,OLIVERI SINGLE LEVER GOOSENECK,EACH,,,
,WASHING MACHINE TAPS,WASHING MACHINE TAPS,W/M STOP COCKS NON RETURN VALVE,EACH,,,
,WASHING MACHINE TAPS,WASHING MACHINE TAPS,RAYMOR LAUNDRY SET WALL MOUNT,EACH,,,
,WASHING MACHINE TAPS,WASHING MACHINE TAPS,RAMOR WALL MOUNT COCKS,PAIR,,,
,PROJIX,PROJIX,ROBE HOOK,EACH,,,
,PROJIX,PROJIX,GLASS SHELF,EACH,,,
,PROJIX,PROJIX,SOAP BASKET,EACH,,,
,PROJIX,PROJIX,TOILET ROLL HOLDER,EACH,,,
,PROJIX,PROJIX,TOWEL RAIL 600mm DOUBLE,EACH,,,
,PROJIX,PROJIX,TOWEL RAIL 900mm DOUBLE,EACH,,,
,PROJIX,PROJIX,TOWEL RAIL 600mm SINGLE,EACH,,,
,PROJIX,PROJIX,TOWEL RAIL 900mm SINGLE,EACH,,,
,PROJIX,PROJIX,TOWEL RING,EACH,,,
,LUCERNE,LUCERNE,SOAP HOLDER,EACH,,,
,LUCERNE,LUCERNE,TOILET ROLL HOLDER,EACH,,,
,LUCERNE,LUCERNE,ROBE HOOK,EACH,,,
,LUCERNE,LUCERNE,TOWEL RAIL 750mm DOUBLE,EACH,,,
,LUCERNE,LUCERNE,TOWEL RAIL 750mm SINGLE,EACH,,,
,LUCERNE,LUCERNE,TOWEL RING,EACH,,,
,LUCERNE,LUCERNE,GLASS SHELF,EACH,,,
,SINGULIER,SINGULIER,TOILET ROLL HOLDER COVERED,EACH,,,
,SINGULIER,SINGULIER,TOILET ROLL HOLDER VERTICAL,EACH,,,
,SINGULIER,SINGULIER,ROBE HOOK,EACH,,,
,SINGULIER,SINGULIER,TOWEL RAIL 600mm DOUBLE,EACH,,,
,SINGULIER,SINGULIER,TOWEL RAIL 600mm SINGLE,EACH,,,
,SINGULIER,SINGULIER,TOWEL RAIL 750mm SINGLE,EACH,,,
,SINGULIER,SINGULIER,TOWEL RING,EACH,,,
,SINGULIER,SINGULIER,GLASS SHELF,EACH,,,
,FILTERED WATER TAPS,FILTERED WATER TAPS,SINGLE UNDERSINK WATER FILTER SYSTEM,EACH,,,
,FILTERED WATER TAPS,FILTERED WATER TAPS,ZIP HYDROTAP TAP BOILING AND CHILLED WATER,EACH,,,
,INSINKERATORS,INSINKERATORS,ISE MODEL 45 .45 HP,EACH,,,
,INSINKERATORS,INSINKERATORS,ISE MODEL 55 .55 HP AUTO REVERSE,EACH,,,
,,,,,,,
,,,,,,,
,MIRRORS & SHOWER SCREENS,MIRRORS & SHOWER SCREENS,,,,,
,MIRRORS,MIRRORS,FRAMED 900 HIGH,LM,,,
,MIRRORS,MIRRORS,FLAT POLISHED,LM,,,
,MIRRORS,MIRRORS,MICRO FRAMED,LM,,,
,MIRRORS,MIRRORS,BEVELLED EDGE,LM,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE FRAMED - FRONT ONLY (CLEAR),EACH,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE FRAMED - FRONT ONLY (TINTED),EACH,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE FRAMED - FRONT ONLY (OBSCURE),EACH,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE FRAMED - FRONT & SIDE (CLEAR),EACH,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE FRAMED - FRONT & SIDE (TINTED),EACH,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE FRAMED - FRONT & SIDE (OBSCURE),EACH,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE FRAMED - SPLAYED HOB (CLEAR),EACH,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE FRAMED - SPLAYED HOB (TINTED),EACH,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE FRAMED - SPLAYED HOB (OBSCURE),EACH,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,EXTRA WIDTH OVER 1000 - PER 100mm,100mm,,,
,SOFTLINE - FRAMED 1870 HIGH,SOFTLINE - FRAMED 1870 HIGH,EXTRA HEIGHT OVER 1870 - PER 100mm,100mm,,,
,GRANGE -SEMI FRAMELESS,GRANGE -SEMI FRAMELESS,GRANGE - FRONT ONLY (CLEAR),EACH,,,
,GRANGE -SEMI FRAMELESS,GRANGE -SEMI FRAMELESS,GRANGE - FRONT & SIDE (CLEAR),EACH,,,
,GRANGE -SEMI FRAMELESS,GRANGE -SEMI FRAMELESS,GRANGE - SPLAYED HOB (CLEAR),EACH,,,
,GRANGE -SEMI FRAMELESS,GRANGE -SEMI FRAMELESS,EXTRA WIDTH OVER 1000 - PER 100mm,100mm,,,
,GRANGE -SEMI FRAMELESS,GRANGE -SEMI FRAMELESS,EXTRA HEIGHT OVER 1870 - PER 100mm,100mm,,,
,,,,,,,
CODE,ELECTRICAL,ELECTRICAL,ITEM,UNIT,QTY,RATE,TOTAL
,,,,,,,
,POWER POINT AND LIGHT SWITCHES,POWER POINT AND LIGHT SWITCHES,CLIPSAL SLIMLINE,,,,
,CEILING FANS,CEILING FANS,AIRFUSION 3 BLD FAN (NO LIGHT),EACH,,,
,CEILING FANS,CEILING FANS,AIRFUSION 3 BLD FAN (WITH LIGHT),EACH,,,
,CEILING FANS,CEILING FANS,4 BLADE WOODEN BLADE FANS,EACH,,,
,CEILING FANS,CEILING FANS,5 BLADE WOODEN BLADE FANS WITH LIGHT,EACH,,,
,MISC ELECTRICAL FITTINGS,MISC ELECTRICAL FITTINGS,MISC LIGHT FITTINGS,EACH,,,
,MISC ELECTRICAL FITTINGS,MISC ELECTRICAL FITTINGS,EXHAUST FANS,ITEM,,,
,MISC ELECTRICAL FITTINGS,MISC ELECTRICAL FITTINGS,BATHROOM FAN/LIGHT COMBO,ITEM,,,
,MISC ELECTRICAL FITTINGS,MISC ELECTRICAL FITTINGS,IXL TASTIC FAN HEAT LIGHT,ITEM,,,
,,,,,,,
,,,,,,,
,,,,,,,
CODE,FLOORCOVERINGS,FLOORCOVERINGS,ITEM,UNIT,QTY,RATE,TOTAL
,,,,,,,
,CARPETS,CARPETS,Builder Range Carpet,M2,,,
,CARPETS,CARPETS,Mid Range Carpet,M2,,,
,CARPETS,CARPETS,Premium Nylon Carpet,M2,,,
,CARPETS,CARPETS,Wool Blend Carpet,M2,,,
,,,,,,,
,FLOORCOVERINGS,FLOORCOVERINGS,VINYL FLOORING,M2,,,
,,,,,,,
,SOLID TIMBER FLOORING,SOLID TIMBER FLOORING,SOLID TIMBER FLOORING - BASE RANGE,M2,,,
,SOLID TIMBER FLOORING,SOLID TIMBER FLOORING,SOLID TIMBER FLOORING - MID RANGE,M2,,,
,SOLID TIMBER FLOORING,SOLID TIMBER FLOORING,SOLID TIMBER FLOORING - UPPER RANGE,M2,,,
,,,,,,,
,LAMINATED FLOORING,LAMINATED FLOORING,Entry Level Laminate,M2,,,
,LAMINATED FLOORING,LAMINATED FLOORING,Premium Laminate,M2,,,
,,,,,,,
,VINYL FLOORING,VINYL FLOORING,Vinyl Plank Standard,M2,,,
,VINYL FLOORING,VINYL FLOORING,Vinyl Plank Premium,M2,,,
,VINYL FLOORING,VINYL FLOORING,Commercial Vinyl Sheet,M2,,,
,,,,,,,
,HYBRID FLOORING,HYBRID FLOORING,Hybrid Standard,M2,,,
,HYBRID FLOORING,HYBRID FLOORING,Hybrid Premium,M2,,,
,,,,,,,
,ENGINEERED TIMBER,ENGINEERED TIMBER,Standard Oak,M2,,,
,ENGINEERED TIMBER,ENGINEERED TIMBER,Premium Oak,M2,,,
,ENGINEERED TIMBER,ENGINEERED TIMBER,Australian Hardwood,M2,,,
,,,,,,,
,MISC FLOORING,MISC FLOORING,POLISHED CONCRETE,,,,
,,,,,,,
,,,,,,,
,,,,,,,
CODE,MISCELLANEOUS,MISCELLANEOUS,ITEM,UNIT,QTY,RATE,TOTAL
,MISCELLANEOUS,MISCELLANEOUS,security screens,EACH,,,
,MISCELLANEOUS,MISCELLANEOUS,DUCTED VACUUM SYSTEM (3 POINT),ITEM,,,
,MISCELLANEOUS,MISCELLANEOUS,DUCTED VACUUM SYSTEM (4 POINT),ITEM,,,
,MISCELLANEOUS,MISCELLANEOUS,SECURITY SCREENS,QUOTE,,,
,,,,,,,
,,,,,,,
,,,,,,,
CODE,CONCRETE AND LANDSCAPING,CONCRETE AND LANDSCAPING,ITEM,UNIT,QTY,RATE,TOTAL
,CONCRETE AND LANDSCAPING,CONCRETE AND LANDSCAPING,PLAIN CONCRETE DRIVEWAY,M2,,,
,CONCRETE AND LANDSCAPING,CONCRETE AND LANDSCAPING,EXPOSED AGG CONCRETE DRIVEWAY,M2,,,
,CONCRETE AND LANDSCAPING,CONCRETE AND LANDSCAPING,CONCRETE CLOTHESLINE PAD,M2,,,
,CONCRETE AND LANDSCAPING,CONCRETE AND LANDSCAPING,CONCRETE PATHS 1 M WIDE,M2,,,
,CONCRETE AND LANDSCAPING,CONCRETE AND LANDSCAPING,CONCRETE CLOTHESLINE PAD - EXPOSED AGG,M2,,,
,CONCRETE AND LANDSCAPING,CONCRETE AND LANDSCAPING,CONCRETE PATHS 1 M WIDE - EXPOSED AGG,M2,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
CODE,TURF,TURF,ITEM,UNIT,QTY,RATE,TOTAL
,TURF,TURF,IMPORT PREMIUM TOP SOIL,M3,,,
,TURF,TURF,BASIC TURF - SUPPLY AND LAY,M2,,,
,TURF,TURF,PREMIUM TURF - SUPPLY AND LAY,M2,,,
,,,,,,,
,,,,,,,
,,,,,,,
CODE,LANDSCAPING,LANDSCAPING,ITEM,UNIT,QTY,RATE,TOTAL
,RETAINER WALLS,RETAINER WALLS,TIMBER SLEEPER RETAINER WALLS > 1.0m HIGH,LM,,,
,RETAINER WALLS,RETAINER WALLS,TIMBER SLEEPER RETAINER WALLS > 1.5.0m HIGH - ENGINEERED,LM,,,
,RETAINER WALLS,RETAINER WALLS,CONCRETE SLEEP RETAININER WALL > 1.0m HIGH,LM,,,
,RETAINER WALLS,RETAINER WALLS,CONCRETE SLEEP RETAININER WALL > 1.5m HIGH,LM,,,
,RETAINER WALLS,RETAINER WALLS,CONCRETE SLEEP RETAININER WALL > 2.0m HIGH,LM,,,
,LANDSCAPING,LANDSCAPING,CONCRETE DRIVEWAY IN EXPOSED AG,M2,,,
,LANDSCAPING,LANDSCAPING,SITE BATTERS,EACH,,,
,LANDSCAPING,LANDSCAPING,SITE DRAINAGE,ITEM,,,
,LANDSCAPING,LANDSCAPING,BLOCK FENCE PEIRS,EACH,,,
,LANDSCAPING,LANDSCAPING,FRONT FENCE GATES,EACH,,,
,LANDSCAPING,LANDSCAPING,TIMBER SLAT FENCE PANELS,EACH,,,
,LANDSCAPING,LANDSCAPING,STD TIMBER SLAT FENCING,LM,,,
,LANDSCAPING,LANDSCAPING,GATES,EACH,,,
