pack_id,pack_source_row_id,brand,pack_name,pack_price,component_product_id,component_source_row_id,component_family,contains_oven,contains_cooktop,contains_rangehood,contains_dishwasher,contains_microwave,contains_refrigerator,contains_freestanding_cooker,contains_other_appliance_component,unresolved_component_families
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:cooktops:ariston:pc640ntx,1284,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:rangehoods:ariston:arhs60x,1285,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-electric-cooktop-pack-oven-electric-cooktop-slideout-rangehood-dishwasher,1279,Ariston,ARISTON PACK - 600MM ELECTRIC COOKTOP PACK - OVEN / ELECTRIC COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:dishwashers:ariston:lfo3c23wf,1286,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1287,Ariston,ARISTON PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:rangehoods:ariston:arhc60x,1288,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1287,Ariston,ARISTON PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:rangehoods:ariston:aru60x,1289,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1287,Ariston,ARISTON PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:ovens:ariston:fi9-891-sp-ix-a-aus,1290,ovens,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1287,Ariston,ARISTON PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:cooktops:ariston:nio-844-do-b-aus,1291,cooktops,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1287,Ariston,ARISTON PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:rangehoods:ariston:arhs90x,1292,rangehoods,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-600mm-gas-cooktop-pack-oven-gas-cooktop-slideout-rangehood-dishwasher,1287,Ariston,ARISTON PACK - 600MM GAS COOKTOP PACK - OVEN / GAS COOKTOP / SLIDEOUT RANGEHOOD / DISHWASHER,3096,product:appliances:dishwashers:ariston:lfo3c23wf,1293,dishwashers,true,true,true,true,false,false,false,false,
pack:appliances:ariston:ariston-pack-900mm-built-in-electric-cooktop-pack-900-oven-electric-cooktop-900-slideout-rangehood-dishwasher,1294,Ariston,ARISTON PACK - 900MM BUILT-IN ELECTRIC COOKTOP PACK - 900 OVEN / ELECTRIC COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,4596,product:appliances:ovens:ariston:fi9-891-sp-ix-a-aus,1295,ovens,true,true,true,true,false,false,false,false,cooktops|rangehoods|dishwashers
pack:appliances:ariston:ariston-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1296,Ariston,ARISTON PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,4196,product:appliances:freestanding-cookers:ariston:cp059mdx,1297,freestanding-cookers,true,true,true,true,false,false,false,false,ovens|cooktops
pack:appliances:ariston:ariston-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1296,Ariston,ARISTON PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,4196,product:appliances:rangehoods:ariston:arhc90x,1298,rangehoods,true,true,true,true,false,false,false,false,ovens|cooktops
pack:appliances:ariston:ariston-pack-900mm-built-in-gas-cooktop-pack-900-oven-gas-cooktop-900-slideout-rangehood-dishwasher,1296,Ariston,ARISTON PACK - 900MM BUILT-IN GAS COOKTOP PACK - 900 OVEN / GAS COOKTOP / 900 SLIDEOUT RANGEHOOD / DISHWASHER,4196,product:appliances:dishwashers:ariston:lfo3c23wf,1299,dishwashers,true,true,true,true,false,false,false,false,ovens|cooktops
pack:appliances:ariston:ariston-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1300,Ariston,ARISTON PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,4397,product:appliances:freestanding-cookers:ariston:cp059mdx,1301,freestanding-cookers,false,false,true,true,false,false,true,false,
pack:appliances:ariston:ariston-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1300,Ariston,ARISTON PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,4397,product:appliances:rangehoods:ariston:aru90x,1302,rangehoods,false,false,true,true,false,false,true,false,
pack:appliances:ariston:ariston-pack-900mm-upright-cooker-canopy-pack-upright-cooker-900-canopy-rangehood-dishwasher,1300,Ariston,ARISTON PACK - 900MM UPRIGHT COOKER CANOPY PACK - UPRIGHT COOKER / 900 CANOPY RANGEHOOD / DISHWASHER,4397,product:appliances:dishwashers:ariston:lfo3c23wf,1303,dishwashers,false,false,true,true,false,false,true,false,
